tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
110-04359,US-50,WESTBOUND,WHITEHALL RD/EXIT 30,MD,ANNE ARUNDEL,21409,39.02249,-76.42386,39.025879993058,-76.437769959647,0.782855,116.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05583,US-50,WESTBOUND,MD-8/EXIT 37,MD,QUEEN ANNES,21666,38.97822,-76.31761,38.98013999748,-76.325689989509,0.453728,108.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05582,US-50,WESTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,QUEEN ANNES,21666,38.98446,-76.33931,38.991889980555,-76.371089911746,1.781977,109.001,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05585,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 38,MD,QUEEN ANNES,21619,38.9759,-76.29179,38.974899996864,-76.302249970838,0.572435,104.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05584,US-50,WESTBOUND,THOMPSON CREEK RD/DUKE ST,MD,QUEEN ANNES,21666,38.97634,-76.30971,38.97668,-76.3112,0.083395,106.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P06359,US-50,WESTBOUND,MD-322/EASTON PKWY,MD,TALBOT,21601,38.79868,-76.06003,38.80074,-76.06002,0.142306,72.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+08361,MD-404,WESTBOUND,MD-309/MAIN ST/STARR RD,MD,CAROLINE,21629,38.92066,-75.9366,38.92382,-75.95836,1.192,15.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04349,US-50,EASTBOUND,MD-424/DAVIDSONVILLE RD/EXIT 16,MD,ANNE ARUNDEL,21035,38.95922,-76.6624,38.960839998659,-76.654230010956,0.453384,215.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04674,US-50,EASTBOUND,SEVERN RIVER BRIDGE,MD,ANNE ARUNDEL,21401,38.99685,-76.5119,39.0032,-76.5065,0.525879,226.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P06362,US-50,WESTBOUND,MD-456/DEL RHODES AVE,MD,QUEEN ANNES,21658,38.97957,-76.13904,38.98009,-76.14048,0.085265,77.001,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P06361,US-50,WESTBOUND,MD-213/CENTREVILLE RD,MD,QUEEN ANNES,21617,38.95431,-76.07783,38.95457,-76.0789,0.060246,75.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P06360,US-50,WESTBOUND,MD-404/QUEEN ANNE HWY,MD,QUEEN ANNES,21658,38.93904,-76.06246,38.93992,-76.06246,0.060837,74.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P07291,MD-404,WESTBOUND,US-50/OCEAN GTWY,MD,TALBOT,21679,38.93925,-76.062,38.93936,-76.06262,0.03417,17.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04358,US-50,EASTBOUND,MD-179/CAPE SAINT CLAIRE RD/EXIT 29,MD,ANNE ARUNDEL,21409,39.02783,-76.45975,39.0269,-76.44812,0.627999,235.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04359,US-50,EASTBOUND,WHITEHALL RD/EXIT 30,MD,ANNE ARUNDEL,21409,39.02608,-76.44008,39.02584,-76.4384,0.091681,237.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04356,US-50,EASTBOUND,MD-648/BALTIMORE ANNAPOLIS BLVD,MD,ANNE ARUNDEL,21409,39.01644,-76.48622,39.01672,-76.48565,0.036195,231.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04357,US-50,EASTBOUND,BAY DALE DR/FERGUSON RD/EXIT 28,MD,ANNE ARUNDEL,21409,39.02217,-76.47414,39.02376,-76.47081,0.209775,233.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04354,US-50,EASTBOUND,MD-70/ROWE BLVD/EXIT 24,MD,ANNE ARUNDEL,21401,38.99269,-76.51861,38.99685,-76.5119,0.466894,225.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04355,US-50,EASTBOUND,MD-2/MD-450/RITCHIE HWY/EXIT 27,MD,ANNE ARUNDEL,21409,39.0124,-76.4957,39.01553,-76.48815,0.460776,229.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04352,US-50,EASTBOUND,MD-450/EXIT 23,MD,ANNE ARUNDEL,21401,38.98466,-76.54166,38.98509,-76.53972,0.108324,221.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04353,US-50,EASTBOUND,MD-2/JENNIFER RD/EXIT 23,MD,ANNE ARUNDEL,21401,38.98604,-76.53546,38.98697,-76.53227,0.183116,223.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04350,US-50,EASTBOUND,I-97/EXIT 21,MD,ANNE ARUNDEL,21401,38.9841,-76.58627,38.98297,-76.56118,1.356135,217.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05593,US-50,EASTBOUND,CHESTER RIVER BEACH RD/EXIT 43B,MD,QUEEN ANNES,21638,38.96452,-76.22053,38.96334,-76.2152,0.29767,265.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04351,US-50,EASTBOUND,MD-665/ARIS ALLEN BLVD/EXIT 21-22,MD,ANNE ARUNDEL,21401,38.9828,-76.56024,38.9829,-76.54954,0.581108,219.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05592,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 43A,MD,QUEEN ANNES,21638,38.96814,-76.2367,38.96478,-76.22171,0.837935,263.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05591,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 42,MD,QUEEN ANNES,21638,38.97222,-76.25534,38.96839,-76.23787,0.977786,261.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05590,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 41,MD,QUEEN ANNES,21619,38.97309,-76.2618,38.9724,-76.25769,0.225822,259.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05586,US-50,EASTBOUND,CASTLE MARINA RD/EXIT 39A,MD,QUEEN ANNES,21619,38.97571,-76.29186,38.97585,-76.29037,0.080615,251.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05585,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 38,MD,QUEEN ANNES,21666,38.97612,-76.30965,38.97469,-76.30223,0.411149,249.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05584,US-50,EASTBOUND,THOMPSON CREEK RD/DUKE ST,MD,QUEEN ANNES,21666,38.97796,-76.31778,38.9765,-76.31126,0.364482,247.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05583,US-50,EASTBOUND,MD-8/EXIT 37,MD,QUEEN ANNES,21666,38.98333,-76.34004,38.98002,-76.32664,0.755193,245.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05589,US-50,EASTBOUND,DUNDEE AVE/EXIT 40B,MD,QUEEN ANNES,21619,38.9742,-76.26866,38.973320002195,-76.263250013544,0.296839,257.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05588,US-50,EASTBOUND,PINEY RD/S PINEY RD/EXIT 40A,MD,QUEEN ANNES,21619,38.97533,-76.28022,38.97438,-76.26976,0.565777,255.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+05587,US-50,EASTBOUND,DOMINION RD/EXIT 39B,MD,QUEEN ANNES,21619,38.9759,-76.28905,38.975440001114,-76.281570014021,0.403183,253.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04363,US-50,EASTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,ANNE ARUNDEL,21409,39.00799,-76.40386,38.99074001151,-76.371660048172,2.250024,244.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04361,US-50,EASTBOUND,OCEANIC DR/EXIT 32,MD,ANNE ARUNDEL,21409,39.01985,-76.41466,39.0168,-76.40976,0.340718,241.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04362,US-50,EASTBOUND,WILLIAM P LANE BRG TOLL PLAZA,MD,ANNE ARUNDEL,21409,39.01358,-76.40751,39.01297,-76.40715,0.046358,242.5,America/New_York,P3.16,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04360,US-50,EASTBOUND,WHITEHALL RD/EXIT 31,MD,ANNE ARUNDEL,21409,39.02233,-76.42387,39.02189,-76.42219,0.095148,239.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
